ID,发布时间,点赞数,评论数,转发数,链接,正文
69166333,2016-05-25 12:25:26,0,16,4,https://xueqiu.com/1965894836/69166333,香港上市公司铭源医疗5月24日公告，该公司8部存有重要资料的电脑、内部硬盘驱动器已被移走，一个路由器、一个调制解调器及闭路电视系统亦不知去向。此外，公司的盖印、公章及其他公司文书连同银行支票簿亦不知所踪。
69039067,2016-05-22 15:01:29,3,8,3,https://xueqiu.com/1965894836/69039067,最近忽然开始流行各种策略，都希望找到可以战胜市场的永动机，而忽略了企业和产品（选股）才是价值之源。
68962181,2016-05-19 22:22:17,0,5,1,https://xueqiu.com/1965894836/68962181,$猎豹移动(CMCM)$ $唯品会(VIPS)$$京东(JD)$一份比一份烂，除了阿里和腾讯，其他收入增速都开始不行了。早两年是在杀利润率，搜房、yy这些，现在开始杀收入增速。
68866866,2016-05-17 23:29:11,2,5,0,https://xueqiu.com/1965894836/68866866,$当当网(DANG)$ 降价也就算了，但依然是non-binding proposal，随时可以再降，虽然不持有当当，但即使作为一个旁观者，依然觉得很丢人。
68802019,2016-05-16 15:46:26,2,6,2,https://xueqiu.com/1965894836/68802019,观望，无论对官僚体系，还是对企业家，亦或是我们投资者，都是目前最不会犯错的选择。所以我们看到商标局因为“没有纸“半年多不发商标注册证，以及4月份在房地产增速良好的背景下民间固定投资增速放缓。市场经济最大的好处是建立预期，一旦无法做到这点，现在要做的就是卧倒。
68688458,2016-05-12 22:22:29,1,6,1,https://xueqiu.com/1965894836/68688458,$欢聚时代(YY)$ 真放弃，可能就不跌了， 现在暂停，但不宣布放弃，相当于给股价加了个顶（甚至可能降价），但下行却没有底。小中概真是自己作死，人品太差。都高位发过cb，圈过钱的，美国的投资人没亏待过你们，12年流血上市，也算是雪中送炭了。
66838556,2016-03-31 20:51:06,1,40,15,https://xueqiu.com/1965894836/66838556,$大连港(02880)$ 看到今天港股通南下买入卖出榜 ，只能说北方的企业水好深 ，这是我见过最搞笑的增持 。港股通买 （大股东 、国家的钱 ） ，港股通卖 （关联方 ，内幕人士的小金库 ） ，因为同一席位 ，所以能看到大量带Y的交割单 。前一段关联方提前通过港股通持续买入 ，利用香港成交不活跃 ，今天早上9点33开始在高位 （3.9到4HKD附近 ）挂出累计几千万股的卖单 ，大股东借增持之名迅速吃掉 ，9点45 ，关联方出货完成 ，大股东也不再买入 ，任由股价跌回3.6x ）
66447905,2016-03-23 21:36:42,1,15,0,https://xueqiu.com/1965894836/66447905,宏观上为最悲观做打算，微观上对中国市场的机会抱有信心。
66318993,2016-03-21 19:44:03,0,46,4,https://xueqiu.com/1965894836/66318993,$高伟电子(01415)$ 本集團擬與本集團的客戶合作開發相機模組解決方案以推出新產品 。該等新產品可能是現有類別的改良 （本集團目前並無提供該等新產品 ）或創造新的市場分部 。本集團亦有意開發及生產可用於相機模組的部件 ，包括先進的紅外線截止濾光片 ，以及其他提供協同價值的光學部件 。此外 ，本集團擬繼續提升及擴充本集團的倒裝芯片及線路板芯片貼裝 （ 「COB 」 ）技術以及生產能力及產能 ，使本集團的相機模組解決方案與預期的客戶要求一致 。(业绩超了之前盈喜预测的上限 ，但管理层一毛不拔 ，强劲的现金流全用来还债 ，而不派息 。)
66141403,2016-03-17 17:13:31,1,27,5,https://xueqiu.com/1965894836/66141403,$腾讯控股(00700)$   收入超预期了 ，主要是广告业务带动 （效果廣告收入增長172%至人民幣87億元 ，主要受QQ空間手機版廣告收入增長 、微信公眾賬號廣告收入的全年影響及新推出的微信朋友圈廣告服務收入的貢獻所推動 。品牌展示廣告收入增長72%至人民幣88億元 ，主要受來自騰訊視頻及騰訊新聞等媒體平台移動側的流量和廣告增加所推動 。Q4品牌广告收入加速 ，和我们观察到子应用市占率提升相符 。 ） ，货币化看来还有空间 。同时增值业务相对前3季度 ，增速也加快 ；游戏榜单上面除了网易的两款主打 ，其他被腾讯围剿 ，集中度和渠道的话语权都进一步增加 。主产品QQ和微信的活跃用户数稳定了 ，环比基本不怎么增长 ，进一步增长靠孵化子产品 ，目前细分各个类别都已经排名同业第一梯队 。 Q4利润率相对差 ，一是因为所得税 ，二是因为分佔聯營公司及合營公司虧損 ，主要指JD 。 （分佔聯營公司及合營公司虧損增加至二零一五年第 四季的人民幣13.29億元 。該項同比增長主要由於一間從事電子商務的上市聯營公 司於二零一五年第四季確認了減值撥備而導致投資虧損增加 。 ）同时收入成本同比增長35%至截至二零一五年十二月三十一日止年度的人民幣416.31億元 。該項增加主要反映較多的分成及內容成本 （代理游戏以及买了很多版权 ） 、渠道成本以及C2C轉賬銀行手續費 。(本集團其他業務的收入成本環比增長32%至二零一五年第四季的人民幣14.84億元 。該項增加主要受C2C轉賬銀行手續費增加所影響 。) 利益申报 ，我们基金持有腾讯 。
66096281,2016-03-16 21:45:24,2,29,4,https://xueqiu.com/1965894836/66096281,$猎豹移动(CMCM)$ 雷军投的公司都没后劲，凡客如此，拉卡拉如此，猎豹也如此，不知道他自己搞的小米是否也是虎头蛇尾的收场。
65995005,2016-03-14 21:31:40,2,11,1,https://xueqiu.com/1965894836/65995005,老婆作画一副 《老乡别走 》
65944774,2016-03-13 16:52:18,2,11,2,https://xueqiu.com/1965894836/65944774,在网上混久了 ，发现一个很有意思的现象 ，非黑即白 。雪球上也不能脱俗 ，不是做多 ，就是做空 。不是满仓 ，就是空仓 ；不是银行 ，就是创业板 。 要成名就得选边 ，你不想站队 ，喷子也会断章取义 ，给你归队 。但实战中我相信未来更多的机会出在中间路线 ，多空相对平衡的对冲基金会跑出 ；动态配置资产的会跑出 ；在银行和创业板热门概念股之间的那些不那么热闹的公司会跑出 。
65866572,2016-03-10 20:41:28,0,7,0,https://xueqiu.com/1965894836/65866572,$华能新能源(00958)$ 2月利用小时数下来很多，不知道是天气原因，还是限电导致。
65812849,2016-03-09 17:48:45,0,5,0,https://xueqiu.com/1965894836/65812849,"$当当网(DANG)$ 盘前涨15% ，短线short风险不大 ，可惜没沽到什么量 。The Proposal is Non-binding and subject to further negotiation of definitive agreements and the satisfaction of customary closing conditions, including regulatory approvals. This letter is governed by, and construed in accordance with the laws of Cayman Islands. PS ：我支持IMEIGU ，维权JMEI ，报价DANG, 为维护中概生态做了很多努力"
65709947,2016-03-07 19:08:05,0,6,1,https://xueqiu.com/1965894836/65709947,$九龙仓集团(00004)$ 什么是投资高手 ，请看4号供股集资的时间和这种公司做对手盘真是压力山大 。 。 。
65660251,2016-03-06 15:21:57,0,13,1,https://xueqiu.com/1965894836/65660251,无痛改革 ？
65230450,2016-02-25 12:01:55,0,13,0,https://xueqiu.com/1965894836/65230450,$华富国际(00952)$ 银监会都已经批了 ，还有这么大折价 ，是否有被联交所认定为现金资产公司的风险 ？我的判断是不太会 ，因为没有换主营 ，伟哥怎么看 ？ （ 《上市规则 》评估现金资产公司时 ，考量的不只是发行人的现金水平 ，亦会同时考虑其业务 、运作及财政状况的背景及情况 。一旦发行人被认定是现金资产公司 ，其复牌申请将被视为新上市申请处理 。 ）@燕歸來
64932107,2016-02-18 15:37:16,2,12,2,https://xueqiu.com/1965894836/64932107,HEADWATER正式产品跑了半年 ，期间$恒生指数(HKHSI)$下跌20% ，$国企指数(HKHSCEI)$下跌26% ，$沪深300(SH000300)$下跌22% ；我们也经历人民币汇率的大幅下挫 ，对美元计价 ，而投资中国资产 、中国需求为主的FUND同样是巨大的挑战 。希望下一个半年 ，能多做一些绝对收益
64889948,2016-02-17 22:36:04,2,16,4,https://xueqiu.com/1965894836/64889948,$聚美优品(JMEI)$ 垃圾最终是垃圾，永远不要低估中概大股东的无耻程度！
64661941,2016-02-10 10:49:43,2,26,10,https://xueqiu.com/1965894836/64661941,$陌陌(MOMO)$ 这是让我们有机会看到投资本质的案例。左侧交易最终要回到估值判断上来，私有化也好、勾兑内幕也好，都不是构成我们左侧交易的主因，让我们去左侧交易的原因有且只有一个，它的价值是否值得这么做。
64579852,2016-02-04 23:34:22,0,9,3,https://xueqiu.com/1965894836/64579852,$和利时自动化(HOLI)$ 铁路订单和收入超了预期很多，各项财务数据都有好转，但逻辑没太想明白，持续性看不清楚。
64553130,2016-02-04 11:21:11,1,41,7,https://xueqiu.com/1965894836/64553130,$陌陌(MOMO)$ 我陷入了一个悖论，现在卖掉它显得我是SB，而不卖掉（而如果最终没做成私有化），我可以骂大股东SB，言而无信。至少我可以装无辜，显得我没那么傻，我该做什么样的选择@空华
64507415,2016-02-03 11:36:41,1,14,4,https://xueqiu.com/1965894836/64507415,$天大石油管材(00839)$ 公告战略投资者Vallource将斥代价现金7.76亿元，认购1.96亿股新股，占扩大后股本19.45%。认购价为3.96元，较前收市价溢价37%。2010年的事了，浮亏太大，干脆全买下来 PS：派特别息的钱其实还是它来出，哈哈
64422485,2016-02-01 14:29:55,0,4,2,https://xueqiu.com/1965894836/64422485,$上证指数(SH000001)$ $国企指数(HKHSCEI)$ 又在缩AH差价了，但估计这个趋势会在120附近停住，毕竟一个是封闭池子，一个是可以自由流动的，更何况还有贬值的预期。
64414725,2016-02-01 11:38:38,2,1,0,https://xueqiu.com/1965894836/64414725,复盘的时候回到那个时点，考虑当时的情况和我们的研究水平，还是会做这样的决策，那就不必遗憾。经历过去这一年，看问题（选股）从微观在往中观走，一些小细节没有以前那么在意了。（但中观一定源自微观，这是我们研究的基本方法）
64410785,2016-02-01 10:34:21,0,7,2,https://xueqiu.com/1965894836/64410785,$长城汽车(02333)$ 从降价，利润率回归这个逻辑看，是值得空的，单车利润要回归的话，空间很大。我们前面只跟销量数据，而忽略了定价，没有第一时间抓到这个机会，遗憾。
64406098,2016-02-01 09:28:55,0,2,0,https://xueqiu.com/1965894836/64406098,$联华超市(00980)$ 换了管理层，要小心第一份业绩，我猜测永辉是想最终控股的
64069959,2016-01-24 15:40:24,0,7,1,https://xueqiu.com/1965894836/64069959,"$奇虎360(QIHU)$$陌陌(MOMO)$从上往下定策略没问题 ，但最后落到选股上又必须要同时符合至下而上的标准 ，不要为了凑一个策略 ，而对选股妥协 。一月份首先策略上输在和大股东对着干 （安全边际不够的私有化, ，按茅台兄的说法就是为了20%的收益冒亏损50%的风险 ） ，但究其本质还是因为对选股妥协 。对选股标准不妥协的结果 ，往往即使是输了策略 ，也未必输钱 ，这点我在晚知兄上收获很多 。40多的QIHU和现在12.XX的MOMO区别就在这里 ，两者失败后的下行空间是不同的 ，也就决定了赔率的不同 。"
64069535,2016-01-24 15:16:51,3,4,1,https://xueqiu.com/1965894836/64069535,无论多空，都不要把自己放在压市场涨跌的处境下，对冲的设计初衷不是为了赚市场的钱，而是为了控制组合的波动率，以更好专注于公司基本面的挖掘。最理想的情况是当初在万科B转H时候的策略，多万科B，空中海外和华润置地。
63549556,2016-01-13 21:07:17,0,12,2,https://xueqiu.com/1965894836/63549556,像QIHU这种发了13E的，是否会因为外管局而导致私有化受阻？如果发美元债，这么大规模也不好解决吧？@空华
59873848,2015-11-16 17:05:21,0,23,7,https://xueqiu.com/1965894836/59873848,$渣打集团(02888)$ 求助，2888怎么与伦敦的STAN进行套利，我可以买入STAN要求转股2888吗？@IB美国盈透证券
59477661,2015-11-10 20:42:02,1,1,0,https://xueqiu.com/1965894836/59477661,$阿里巴巴(BABA)$ 业绩，双11，短线逻辑基本结束了，超配减为标配
58577865,2015-10-27 21:29:41,0,1,0,https://xueqiu.com/1965894836/58577865,$百度(BIDU)$ 行业前2纷纷合并，wuba与赶集、美团与大众点评、携程与去哪儿、嘀嘀与快的，等等，加上经济景气度一般，百度做为后周期行业，业绩压力应该不小。
58518332,2015-10-27 08:53:07,0,1,0,https://xueqiu.com/1965894836/58518332,$畅游(CYOU)$ 几乎是全产品线下滑，但是费用下来更快，所以最后回光返照一下。广告不投了，新游戏不再立项，研发也不投了。就是PB比较低，空起来油水好像不大，万一分个特别息。
58516680,2015-10-27 08:26:05,0,4,2,https://xueqiu.com/1965894836/58516680,BIDU甩掉一个包袱，利润率改善一些；携程加强了垄断地位，做为行业剩下独大的玩家，利润率会得到很大提升；而QUNR估计和土豆的命运差不多了
56954958,2015-09-24 22:33:08,0,24,5,https://xueqiu.com/1965894836/56954958,$阿里巴巴(BABA)$ 开搞。私有化标的也足够吸引，相信大部分还是能做成。
49622469,2015-06-29 19:57:41,0,4,0,https://xueqiu.com/1965894836/49622469,$空中网(KZ)$ 无耻
44755346,2015-05-20 23:22:39,0,4,2,https://xueqiu.com/1965894836/44755346,对互联网行业，我已经有点out，过多集中在交易层面以及年龄渐长，让我失去了对新业态嗅觉。周鸿祎是一个反例，是时候找时间重新充实自己。从他出书开始就应该不再和他耗，这两年明显他更专注于耍嘴皮子。
37437521,2015-03-05 09:55:49,0,2,1,https://xueqiu.com/1965894836/37437521,$永利澳门(01128)$ 已经鼓励员工无薪休假了，上个月行业收入同比降了近半，继续放空。
36905910,2015-02-24 09:09:41,0,7,4,https://xueqiu.com/1965894836/36905910,"$汉能薄膜发电(00566)$ 给大家讲个笑话 ，566要进富时中国50指数了 。 “FTSE China Index Series Quarterlyreview: ann Mar 4 close, eff Mar 20 close - China 50: Expect 4 additions (267 HK,566 HK, 2727 HK, 753 HK) and 4  deletions (168 HK, 384 HK, 135 HK, 916 HK) - China A50: Expect 2 additions (601688,601299) and 2 deletions (601808,600887) ”"
36576554,2015-02-12 11:31:48,2,16,3,https://xueqiu.com/1965894836/36576554,当不赚钱的时候，才明白自己当时是怎么赚钱的
35314748,2015-01-16 01:22:52,0,11,2,https://xueqiu.com/1965894836/35314748,$佳兆业集团(01638)$ 事件的应对：除了小注买入其16年垃圾债@32以外；同时做多国资地产股，做空民资地产股。
34748987,2015-01-02 12:55:47,0,19,2,https://xueqiu.com/1965894836/34748987,$银河娱乐(00027)$ 澳门2014年博彩毛收入同比下降2.6%，至3515亿澳门元，为首次年度下滑。澳门12月份博彩毛收入同比下降30.4%，至233亿澳门元。（加速下滑，继续加注空头）
34114065,2014-12-16 13:27:19,0,3,0,https://xueqiu.com/1965894836/34114065,梳理了一下自己的配置，发现个好玩的事，不经意做了一个赌场（澳门）对赌场（国内券商）的配对，而且两组仓位还挺对称。
33263410,2014-11-25 12:13:57,0,5,0,https://xueqiu.com/1965894836/33263410,$奇虎360(QIHU)$ 的q3业绩还是不错的，估值也OK，但还是感觉缺乏亮点。用户量上不去，也没有更多新产品/模式去对存量用户做更多变现。可能医疗广告算一点。同时也比较担心今后游戏的增速未必能保持。
32402454,2014-10-23 01:46:10,0,13,0,https://xueqiu.com/1965894836/32402454,$IRBT(IRBT)$ 给组合配置一点IRBT，本季费用率控制良好，带来利润激增，而下季收入指引增速加快；本季本土家用需要爆发，国防订单增长，在商业应用上也有潜力，只是不确定这东西的门槛，求教行业专家。
32310835,2014-10-18 22:15:34,1,4,5,https://xueqiu.com/1965894836/32310835,$奇虎360(QIHU)$ “A级人才是为了理想 ，为了自我实现做事情的 。这样的人是不需要管理的 ，也不需要流程去约束 ，这样他们才能做出伟大的产品 。但是这样的人真的很少 。公司大了 ，你需要的人多了 ，就意味着你不得不用很多平庸的人 。用普通人你就需要一个管理流程 ，就要把有些东西给模式化流程化 。但这种管理一定会带来一个平庸的公司 ，这就是管理上的一个悖论 ”@Alan@789小苏@caskfans@盲从是一种美德
32310136,2014-10-18 21:23:11,2,30,17,https://xueqiu.com/1965894836/32310136,$奇虎360(QIHU)$ “我们文化深层次的一个问题，我们从小受到的教育，都是从众。我们其实很在意别人的看法，如果有人特立独行，与众不同，标新立异，特别少数派，我们都不会太看好。如果你干的人人都能看明白的事，你就会被认为是靠谱，有前途。但可惜，大家都觉得有前途的事情，往往没有前途。”
29558777,2014-06-06 01:01:29,0,0,0,https://xueqiu.com/1965894836/29558777,$普拉达(01913)$ 中国（亚太区）高增长的故事讲不下去了[看空]
29436275,2014-05-28 07:32:30,0,2,0,https://xueqiu.com/1965894836/29436275,$奇虎360(QIHU)$ Q1的Selling and marketing费用怎么增长这么多，去向是？是否包含了一些一次性的开支？@徐祚立
29384397,2014-05-23 20:11:51,0,4,1,https://xueqiu.com/1965894836/29384397,$优酷土豆(YOKU)$ 业绩让人失望，在移动端开始商业化的情况下收入同比只增了36%。这行资金黑洞，内容的话语权太大，烧钱也烧不出未来。。
29013202,2014-04-28 18:14:37,1,3,0,https://xueqiu.com/1965894836/29013202,$畅游(CYOU)$ 说自己因为向平台转型而产生亏损，从Q1费用上看，主要是人力成本上升，这块感觉不可逆啊。利润率可能永远回不去了
28973347,2014-04-25 17:48:04,0,0,0,https://xueqiu.com/1965894836/28973347,$百度(BIDU)$ 百度第一财季销售 、总务和行政支出为人民币20.09亿元(约合3.232亿美元) ，同比增长136.9% ，主要由于移动产品的促销支出增长 。 ——新增近2亿美金搞促销为移动端布局 ，要知道Q1总共4亿美金利润 ，加上爱奇艺的内容/带宽成本增长 ，难怪利润率从两年前的近50%掉到现在的25% 。不再觉得百度在tab里面保守了 。 。 。狂烧钱的背景下 ，2014预期PE已经在30倍以内 ，要不要配一点呢 ，是个问题
28937964,2014-04-24 05:42:56,1,0,0,https://xueqiu.com/1965894836/28937964,$苹果(AAPL)$ 当期和指引都不错，估值也低，配置一些给手上现金找个去处。
28091803,2014-03-08 00:30:46,0,5,0,https://xueqiu.com/1965894836/28091803,中概TMT正股基本平了（SFUN YY等），兑现的部分利润换到对应的CALL上，总共2%仓位，做好牺牲准备。。游戏GLUU PWRD KONG继续持正股，估值还能接受。
27841694,2014-02-25 18:37:50,0,11,1,https://xueqiu.com/1965894836/27841694,$空中网(KONG)$ Q4有100多万美金的补贴，实际利润率没那么好看，但网游的ACU靓丽以及Q1的指引（尤其是手机游戏）不错
26993291,2014-01-08 09:31:38,1,5,3,https://xueqiu.com/1965894836/26993291,“据中国中铁6日晚间的澄清公告 ，截至2013年9月30日公司资产总额为6265.57亿元 ，负债总额为5315.97亿元 ，资产负债率为84.84% ，较2013年中报时披露的85%稍微有所降低 ，但仍然高于2012年的83.92%的负债率 。 ” 银行股为什么涨不动 ，管中窥豹 。即使不是坏账 ，中国经济整体也面临降杠杆 ，因为前面杠杆用太足了 。
26880185,2014-01-01 18:28:35,0,6,0,https://xueqiu.com/1965894836/26880185,我是 @PaulWu ，我刚刚撰写了#2013投资总结# ： 1 、2013年我的投资收益为 % 。 2 、在$中国中药(00570)$上赚的最多 。在$中国中药(00570)$上亏的最大 。 3 、目前投资仓位排序为$亚太卫星(01045)$ ，$华宝国际(00336)$ ，$富智康集团(02038)$ ，$中国风电(00182)$ ，$搜房(SFUN)$ 。 4 、最想感谢的3位球友是 @一个肉社团 ，@茅台03 ，微观分析 。 2013年我的投资操作及感悟 ：网页链接 关注我的球友 ，欢迎点击 网页链接 ，分享你的#2013投资总结# 。
26876026,2014-01-01 12:07:13,1,10,1,https://xueqiu.com/1965894836/26876026,新年好，2014感觉（中概、香港）选股比往年更难了，打算多看看书，求推荐一些好书，我先推荐一本对我影响很大的书《罗素自选文集》。
26718108,2013-12-20 22:43:51,0,5,2,https://xueqiu.com/1965894836/26718108,$Ambarella(AMBA)$ AMBA和GOOG合作了 Co announced that it is exploring with Google a new class of wearable cameras for the Helpouts application and service.
26610393,2013-12-13 17:56:24,1,8,3,https://xueqiu.com/1965894836/26610393,$深圳迈瑞(MR)$ “Ottoman认为 ，迈瑞的现金亦十分虚幻 （phantom cash ） ，根据迈瑞今年三季数据 ，其账面现金高达10亿美金 ，但Ottoman称其为典型的中国式造假 。他们指出 ，迈瑞如果账面有如此高的现金水平 ，不需要通过贷款和股权融资来支付每年的股息和完成一笔1亿美元收购 。 ” ——大部分海外上市公司都这么干 ，借美元派息/收购 ，赚两地利差 ，以及人民币升值的钱 。
26301075,2013-11-28 09:34:15,0,19,4,https://xueqiu.com/1965894836/26301075,PWRD Q3 收入8.333亿  市值9亿；  GA  Q3 收入 5.9亿   市值27亿；碰上坏人了，以后股权结构在中线分析里需要做为很重要的要素，这是投PWRD最大的教训，和大股东、管理层利益保持一致是最基本的。
26034740,2013-11-08 00:16:29,1,4,1,https://xueqiu.com/1965894836/26034740,奇妙的3季报期，非常漂亮的答卷，残酷的下跌，有点发懵。但确信一点，控制风险，尽量拿明牌。清QIHU；加仓SFUN、BITA、CTRP等细分行业；同时降低美股整体仓位。
25759493,2013-10-22 11:10:33,1,9,4,https://xueqiu.com/1965894836/25759493,“实力建业早前公布，公司董事总经理洪建生拟与一名潜在投资者出售其持有之股权。公司接获洪氏通知，有关交易之谈判已终止，出售事项将不会进行。” 缺钱就来市场骗一圈，哈哈，呵呵，吼吼。。。年年亏损，给他儿子开500万的工资，用公司钱养小三，给小三房子装修，你妹！
25719409,2013-10-19 10:13:11,2,14,3,https://xueqiu.com/1965894836/25719409,近来市场非常疯狂，总有些不踏实的感觉。今年判断公司业绩的成功率提高了吗？今年研究工作做的更扎实了吗？回答是NO，我只不过是赚了些市场估值的钱而已，仅此而已。
25448875,2013-09-27 10:45:23,0,26,1,https://xueqiu.com/1965894836/25448875,$辉山乳业(06863)$ 13年上半年的纯利率激增，高出现代牧业3倍（39.7%VS13.X%），这是什么原因？
25408848,2013-09-24 21:25:27,0,2,0,https://xueqiu.com/1965894836/25408848,$欢聚时代(YY)$  有早期投资者减持了
25397543,2013-09-24 10:04:34,0,9,1,https://xueqiu.com/1965894836/25397543,美股这段最大的调整是把主仓位QIHU，分成3份： QIHU  BIDU YY。 留个脚印，日后回头看这个决策。
25314496,2013-09-16 22:27:33,0,17,3,https://xueqiu.com/1965894836/25314496,$奇虎360(QIHU)$$搜狐(SOHU)$$腾讯控股(00700)$$百度(BIDU)$   腾讯收购搜狗简评: 1 、对百度中性偏空 ，竞争更激烈 ，不利于定价权 。  但之前股价对搜狗的出售有所预期 ，对于百度 ，搜狗卖给腾讯 ，比卖给QIHU好 。2 、这个交易受益最大是搜狗 ，而搜狐保留了控股权 ，也是受益方 。3 、这个交易对腾讯没有太大影响 ，不是腾讯主战场 ，总体感觉中性偏正面 。4 、QIHU最麻烦 ，最近数据看卡在20%的份额上不去了 ，QIHU的搜索没有口碑 ，完全是靠渠道 ，高度依赖浏览器 ，失去并购搜狗的机会 ，我认为中短期QIHU拿到30%份额的机会微乎其微 。
24800612,2013-08-13 15:41:03,0,5,0,https://xueqiu.com/1965894836/24800612,数了一下持股，20个（美股7个，港股13个），彻底成大杂烩了。。。。
24544280,2013-07-24 16:36:47,0,8,1,https://xueqiu.com/1965894836/24544280,$A8电媒音乐(00800)$ 雪球啥时候成了庄家放假消息散货的地方了
24242150,2013-06-25 22:09:14,0,13,0,https://xueqiu.com/1965894836/24242150,不知道是否是最近一周的牙疼影响，对后市有些悲观
24187402,2013-06-20 13:10:14,0,2,1,https://xueqiu.com/1965894836/24187402,$莎莎国际(00178)$ 果然是卖化妆品的，挺懂得给财报化妆。
24136292,2013-06-14 19:28:27,0,0,0,https://xueqiu.com/1965894836/24136292,$展讯通信(SPRD)$ 7.26 在上海张江开股东会
23493655,2013-04-07 23:28:39,0,7,4,https://xueqiu.com/1965894836/23493655,$鹰美(02368)$ 去年2季度新厂房投产，折旧压力增大，短期可能蚕食利润。而管理层说新厂房争取2年达盈亏平衡，是否意味着这两年的亏损？
23305652,2013-03-18 16:10:41,0,2,1,https://xueqiu.com/1965894836/23305652,对@greatsoup 说：汤财兄可曾看过1315，旧大股东和新接盘者，分别是什么来历？
23255080,2013-03-12 10:12:09,0,3,1,https://xueqiu.com/1965894836/23255080,"$完美世界(PWRD)$ 笑傲江湖3月20号才封测, 如果能提早1个月赶上电视剧热播, 能省多少推广的力气, 执行力啊执行力. 换巨人绝不会错过这样的推广机会."
23060027,2013-02-16 17:12:05,2,9,3,https://xueqiu.com/1965894836/23060027,$超威动力(00951)$$天能动力(00819)$这两家的估值在当下市场还是挺有意思的 ，至少账面上的PE低而利润增速快 ，翻了一些报告 ，下半年营收增速还在加速 ，但毛利率略降 （产能不够 ，部分OEM ） 。牛市傻钱多 ，可能值得跟一跟 。819今年1月份还对产品提了一次价 （每支提了5块 ） 。占成本大头的铅 ，我看期货价格大体平稳 。熊市我是绝不敢碰这类的 ，因为没有现金流入 ，利润全部堆在固定资产 存货 应收上 ，大赚却又大贷 ，天知道是不是真赚钱 。以过去对类似工业股的经验或者说偏见 ，长拿有大概率碰上业绩洗澡 ，存货减值等等一堆 。
22999969,2013-02-05 14:59:23,0,32,7,https://xueqiu.com/1965894836/22999969,"这几天清仓了组合里的涡轮,并将投机性标的全部换为业绩股和防守股, 降低组合的杠杆和beta值. 中线标的留了金山 \雅士利 \魏桥 \悦达. 等待3月业绩期的到来."
22912136,2013-01-25 21:31:32,0,0,0,https://xueqiu.com/1965894836/22912136,
22843529,2013-01-17 09:47:02,0,5,1,https://xueqiu.com/1965894836/22843529,HK市场进入博傻阶段，3818沾光阿里集团飙升
22767324,2013-01-07 13:02:13,0,1,1,https://xueqiu.com/1965894836/22767324,"[转载]我的梦 ，我的忏悔原文地址 ： 我的梦 ，我的忏悔 作者 ： 张化桥 昨夜 ，我做了个梦 。梦中 ，我找林一荣神父忏悔 。我对他说 ，""神父 ，2012年 ，上帝让我们从股市上赚了钱 。谢谢他 。但是 ，百分之二 ，三十的回报率 ，确实也还是太少了 。今年能否让我们多赚一些 ？最近 ，... 网页链接"
22754604,2013-01-05 02:20:29,0,0,0,https://xueqiu.com/1965894836/22754604,$学大教育(XUE)$ 你们学大的分红被另扣税了吗？“Dividend on XUE @USD0.336 less tax”
22744829,2013-01-03 22:17:40,0,0,0,https://xueqiu.com/1965894836/22744829,
