ID,发布时间,点赞数,评论数,转发数,链接,正文
22710835,2012-12-28 00:40:13,0,0,0,https://xueqiu.com/1965894836/22710835,中概确认了EDU的获利以及对KONG止损后，现除拿MEMS做套利外，用10%仓位配了一组垃圾股，包括PWRD、XIN、EJ、JACO……后续找机会配一些HTHT、SFUN这样的绩优股，希望13年中概市场依然慷慨。
22707985,2012-12-27 17:16:38,1,1,1,https://xueqiu.com/1965894836/22707985,
22699472,2012-12-26 15:31:32,0,1,0,https://xueqiu.com/1965894836/22699472,
22610850,2012-12-12 19:16:33,1,1,1,https://xueqiu.com/1965894836/22610850,
22576427,2012-12-07 00:46:23,1,3,1,https://xueqiu.com/1965894836/22576427,$高德软件(AMAP)$能丢宝马的订单，也能丢其他的，那么护城河在哪里？如何捆绑住用户?
22576003,2012-12-06 22:59:20,1,11,3,https://xueqiu.com/1965894836/22576003,$易居中国(EJ)$现在市值还不到SFUN的1/4. 它还有个去年私有化了的子公司中房信，旗下垂直门户业务(主要是新浪乐居，10年经营权，如何续约不清楚，新浪是EJ大股东。)其营收占比大概是SFUN的40%，但整体利润率太差了，几张表也较复杂，不是一眼能看明白的公司。
22500968,2012-11-23 17:40:01,0,1,1,https://xueqiu.com/1965894836/22500968,$JOYCEBOUTIQUE(00647)$ 租金上涨成服饰股报表的必填项了，关店的关店、迁铺的迁铺，麻烦，对下半财年的展望也不甚乐观。 继续围观了。
22500806,2012-11-23 17:17:14,0,2,0,https://xueqiu.com/1965894836/22500806,$包浩斯国际(00483)$ 存货打折促销，但依然降不下来。台湾和内地业务都亏损了，形势不妙，如果没有香港那笔关店补偿一次性收益，又是一张亏损的财报。
22485063,2012-11-21 11:10:00,0,0,0,https://xueqiu.com/1965894836/22485063,"$永新视博(STV)$Income tax expenses in the third quarter of 2012 were US$13.6 million , compared to US$2.5 million in the same period in 2011 and US$1.8 million in the second quarter of 2012.(分红预扣税)"
22465279,2012-11-16 22:26:51,0,0,0,https://xueqiu.com/1965894836/22465279,"$软通动力(ISS)$ Days sales outstanding, or DSO, was 182 days for the third quarter 2012 and 155 days for the third quarter 2011. 3季度增长的质量一般，"
22411592,2012-11-05 20:36:05,0,1,0,https://xueqiu.com/1965894836/22411592,$中国铁钛(00893)$ 大股东太黑了，1.72的出价，净资产都不到，比3年前3.5的发行价缩水了一半多。
22376777,2012-10-29 21:33:40,0,3,1,https://xueqiu.com/1965894836/22376777,$新东方(EDU)$ 这期业绩没那么糟糕，EPS部分受此the investigation-related expenses accrued in the quarter的影响. 但所谓的改变增长驱动因素，往往是因为外延式扩张到了瓶颈，被迫向内挖潜，这是一个不确定的东西。
22214621,2012-09-08 22:48:06,0,0,0,https://xueqiu.com/1965894836/22214621,We are faced with the paradoxical fact that education has become one of the chief obstacles to intelligence and freedom of thought. 不幸被罗素言中
22213166,2012-09-08 02:02:40,0,0,1,https://xueqiu.com/1965894836/22213166,
22210857,2012-09-07 13:34:52,2,0,0,https://xueqiu.com/1965894836/22210857,"对于那些完全没有赌博天性的人,专业投资的游戏无比枯燥,也过于艰苦;而具备这种天性的人则需要为自己的禀赋付出代价."
22183298,2012-08-30 19:00:52,0,1,0,https://xueqiu.com/1965894836/22183298,$国际泰丰控股(00873)$ 快要沉没了，抓紧时间跳船吧。
22182856,2012-08-30 18:01:05,3,1,0,https://xueqiu.com/1965894836/22182856,“黄金是一种收益为负的投资，它的价格主要取决于恐惧——对通胀、战争和纸币贬值的恐惧”很有意思的观点，联想到去年9月份的情况，确实是这样。
22170036,2012-08-28 12:16:15,0,5,2,https://xueqiu.com/1965894836/22170036,在PWRD上犯了个低级错误，由于它的高毛利率，营收下降的结果是砍的几乎全部是利润，有放大效应。现在不能排除，池压着几个潜力游戏不发，等股价受压后选择私有化的可能，毕竟前段时间入股的复星帮着私有化也不是一次两次了。
22149119,2012-08-23 00:39:01,0,2,0,https://xueqiu.com/1965894836/22149119,从报表的数据看，几个体育用品股里最烂的似乎是李宁，尤其负债表这块比晋江那几家差太多。
22148623,2012-08-22 21:53:30,0,6,3,https://xueqiu.com/1965894836/22148623,$奇虎360(QIHU)$ 24.5卖出一半QIHU
22104452,2012-08-11 09:58:10,0,0,0,https://xueqiu.com/1965894836/22104452,$卓悦控股(00653)$ 盈利警告: 1. 在美容套票銷售穩定而其贖回率下跌之情況下 ，美容及保健中心分類於 二零一二年上半年被確認之營業額及溢利有所下跌 ； 2. 雖然回顧期間零售營業額錄得溫和增長 ，但二零一二年上半年 ，租金增長 速度超過收入增長 ；及 3. 確認二零一一年授出之購股權產生之股份為基礎付款開支增加 。
22097155,2012-08-09 18:44:31,0,11,2,https://xueqiu.com/1965894836/22097155,$雨润食品(01068)$ 一次嘉里举牌雨润看遍众生相
22094825,2012-08-09 09:31:51,0,0,0,https://xueqiu.com/1965894836/22094825,
22089152,2012-08-07 21:21:03,1,0,0,https://xueqiu.com/1965894836/22089152,MARK: 相关不等于因果
22088910,2012-08-07 19:44:02,1,0,0,https://xueqiu.com/1965894836/22088910,一旦某只股票符合以前曾让我们成功的模式，“我知道”效应便会占据上风，从而让投资者想当然地相信：未来就在他们的脑袋里，至于这种信念的背后是否存在客观可信的依据，似乎无关紧要。这种效应随重复次数的增加而增强。体验的次数越多，我们从发财致富中体验到的冲动就越有可能前移。
22088111,2012-08-07 17:52:51,3,7,4,https://xueqiu.com/1965894836/22088111,不要试图给随机事件寻找规律。。
22081540,2012-08-06 09:02:23,0,0,0,https://xueqiu.com/1965894836/22081540,$中国高精密(00591)$ 有些媒体真缺德，不能排除突然变零概率的公司，不应在媒体上做推荐，大部分散户没什么仓位和风险管理概念。
22080066,2012-08-05 00:02:40,1,0,0,https://xueqiu.com/1965894836/22080066,&quot;个人满仓中，大盘不关我的事。我希望越萧瑟越好。&quot; 牛人牛语真多啊[汗]
22065462,2012-08-01 12:01:48,0,3,1,https://xueqiu.com/1965894836/22065462,
22063534,2012-07-31 23:46:51,0,0,0,https://xueqiu.com/1965894836/22063534,
22050505,2012-07-27 19:16:57,4,3,1,https://xueqiu.com/1965894836/22050505,过去的成功经验带给我们财富的同时，也会给我们带来偏见。这是线性思维的问题，没法回避。如果我们不保持警惕，时刻提醒自己会犯错，并在处事中留有余地，那么过去成功所形成的偏见可能会带来大失败。
22049872,2012-07-27 17:27:03,4,5,5,https://xueqiu.com/1965894836/22049872,摘一段与球友共勉 ，不过我对其非卖品的结论有保留 ：     问 ：wjmonk兄 ，你的投资标的是如何发现的 ？     答 ：很随意 。     一般是这样的 ：从常识上找不死的公司 ；长期跟踪并找出它不死的原因 ；在出现短期不利的情况时提高警惕 ；价格进入安全区间 ，买入并持有 。     短期不利因素最好的莫过于偏见 ，偏见是常见现象 。比如白酒是夕阳行业 （不看茅台的理由 ，没有把握到奢侈品行业的赢利增长规律 ） ；乳品没有差异性 ，不赚钱 （漠视产业整合的状况和高毛利 、高资产周转的现实 ） ；汽车是家电 ，根本不赚钱 （不去看整车公司的ROE和产业链条的差异 ） ；家电企业没有壁垒 （对格力的厌恶 ） ；啤酒市场竞争激烈 ，没有前途 （未分析青岛啤酒和燕京啤酒的报表差异及背后发生的深刻变化 ） ；联通是个垃圾 （未分析管理层变化后债务的大量减少 ，自由现金的急剧增加以及中国移动占据80%以上行业利润将导致的行业变局 ） 、兰州铝业 （氧化铝在涨 ，一定会在涨 ，电解铝会跌 ，还会继续跌 ） 。     次优的选择是企业经营确实经历了不利的变化 ，被市场遗忘 ，特别是持续的价格下跌将导致投资者心理上对这类公司的回避心态 。如上海家化 （去看一下2004年的年报吧 ） 、山东黄金 （看看招股说明书并对比一下紫金和中金 ） 、一汽轿车 （可以分析一下他过去5年的资产负债表 ，再问一下周围的人对一汽生产的汽车有无在质量上的普遍不满 ） 。     当然 ，孜孜以求的是找到我可以理解的好公司 ：好行业+好公司+偏见导致的低价格=非卖品 。     这样就可以偷懒了 ，只要考虑新的分红和自己人力资本产生的自由现金流再投资就可以了 。
22041545,2012-07-25 18:37:02,4,13,6,https://xueqiu.com/1965894836/22041545,“买股票和梭哈一样都是在不断翻牌（不断有新的信息披露），你要不断计算赢的概率（估值），赢面增加加大赌注，局势不利主动认输出局。偶尔拿到好牌但是运气不佳输掉要坦然接受这种现实继续玩下一轮，从长期看最终仍会获胜。（做好资金管理的前提，一次输完本就不好玩了）“
22029079,2012-07-22 02:01:57,0,0,0,https://xueqiu.com/1965894836/22029079,
22025237,2012-07-20 16:21:11,5,7,5,https://xueqiu.com/1965894836/22025237,对我来说 ，首先是我是否能够理解和跟踪它的业务 ；如果是成长股 ，还要问它增长的确定性和空间 。然后是设定估值模型 ，哪些是最需要关切的指标 ？ 有了模型之后估价值区间 ，并根据估值变化做动态调整 。 （这也是为何第一步需要判断是否能理解和跟踪它的业务 ） 接下来是定策略 ，左侧还是右侧 ？资金如何分配 ？是否要定止损计划 ？最后是问自己在极端情况下 ，是否做好了资金和心理上的准备 。 （当然投机的话 ，不用这么严格 ，控制仓位 ，做好止损 ）
22023770,2012-07-20 10:07:16,4,1,1,https://xueqiu.com/1965894836/22023770,我是觉得不能把自己限制在一个所谓流派里，都可以去尝试，老巴看了几十年IBM报表，现在才说看明白。不管结果是对是错，他一直在学习，也在改变，他最初是格雷厄姆的路子，后来又加上了对成长的理解。 但尝试之前自己得有标准，没有标准的尝试最后形不成有效反馈，也说不上对系统的修正。
22020610,2012-07-19 17:23:06,0,0,0,https://xueqiu.com/1965894836/22020610,"Dear All,New Oriental Conference Call will be held TOMORROW, July 20 at 9:30am HKT.Company: New Oriental (EDU.N)Speaker: Mr. Louis Hsieh - President / CFO明早新东方有电话会议回应质疑."
22018775,2012-07-19 11:03:16,1,1,0,https://xueqiu.com/1965894836/22018775,
22018238,2012-07-19 09:01:32,8,141,63,https://xueqiu.com/1965894836/22018238,
22017099,2012-07-18 23:49:12,0,0,0,https://xueqiu.com/1965894836/22017099,当下美股的组合：新东方EDU；完美世界PWRD; 空中网 KONG
22012594,2012-07-18 00:05:40,0,8,5,https://xueqiu.com/1965894836/22012594,$新东方(EDU)$后知后觉，刚把新东方财报看完，买了一些@15.7X
22005653,2012-07-16 12:24:57,0,3,0,https://xueqiu.com/1965894836/22005653,$太平洋网络(00543)$一直等待0543的估值回调，现在价格下来了，但公司前景这块我却有点迷茫。汽车和PC这两块的高速增长不再，其他垂直站基数还小，未来空间在哪？一旦车商经营困难，收紧广告开支，甚至有下滑的危险。
21998360,2012-07-13 10:32:10,0,4,0,https://xueqiu.com/1965894836/21998360,$网龙(00777)$主要股东陈宏展于2012年7月4日，场内减持公司好仓14.2万股，套现88.466万港币，成交均价6.23港币，最高成交价6.7港币。变动后持股1414.3万股，持股占比2.8%。——原来网龙之前回购是帮人套现啊，现在又跌回来了。陈宏展，网龙公司，执行董事副总裁首席技术官。附回购记录：
21969404,2012-07-05 14:17:10,0,0,0,https://xueqiu.com/1965894836/21969404,
21967188,2012-07-04 22:18:26,0,1,3,https://xueqiu.com/1965894836/21967188,
21967187,2012-07-04 22:18:26,0,0,1,https://xueqiu.com/1965894836/21967187,
21967186,2012-07-04 22:18:26,0,0,1,https://xueqiu.com/1965894836/21967186,
21967184,2012-07-04 22:18:26,0,0,0,https://xueqiu.com/1965894836/21967184,
21967180,2012-07-04 22:18:25,1,0,0,https://xueqiu.com/1965894836/21967180,
21967179,2012-07-04 22:18:25,0,0,0,https://xueqiu.com/1965894836/21967179,
21967181,2012-07-04 22:18:25,0,0,0,https://xueqiu.com/1965894836/21967181,
21967182,2012-07-04 22:18:25,0,0,1,https://xueqiu.com/1965894836/21967182,
21815397,2012-05-17 19:22:38,0,0,0,https://xueqiu.com/1965894836/21815397,2012 年第一季度售出的多晶硅的平均銷售價為每公斤25.98 美元(2011 年第一季度：每公斤62.17 美元；2011 年第四季度：每公斤26.20 美元)。2012 年第一季度多晶硅的生產成本約每公斤19.7 美元(2011 年第一季度：每公斤22.3 美元；2011 年第四季度：每公斤19.3 美元)。看来日子更艰难了
21812183,2012-05-17 00:34:49,0,0,0,https://xueqiu.com/1965894836/21812183,$空中网(KONG)$今天收盘发一季报，即美国东部时间5月16日（北京时间5月17日）7点半。
21807523,2012-05-15 22:15:23,1,0,0,https://xueqiu.com/1965894836/21807523,减仓PWRD，公司治理有瑕疵，计划用一个包含PWRD的网游股组合代替PWRD的单一持仓。我喜欢这样的公司，预期很差、估值低残、分红很多很稳定。
21682472,2012-04-12 18:34:25,5,2,4,https://xueqiu.com/1965894836/21682472,"Paulwu 12:15:39 资金管理在左侧的时候尤为重要Paulwu 12:15:53 右侧相对容易，可以止损XXX 12:15:45 忍Paulwu 12:17:25 港股和中概股的折让都会让人意想不到，分众一夜能跌掉60%+，为什么尽量让自己留20%现金，就是等这时候XXX 12:17:31 20是不够的Paulwu 12:17:57 我和Yuan兄讨论过离岸市场的一些特点，包括全球化配置基金的行为XXX 12:17:52 真的一夜跌很多，你8成仓位，未必敢买Paulwu 12:18:45 足够了，只有持有的组合腰斩再腰斩，我才会去用它；个别股份暴跌的机会我可以调仓去抓跌到成本的1/4， 这时候补20%,理论上股数可以增加一倍Paulwu 12:20:10 这属于历史大机遇了XXX 12:20:16 你早止损了，还会腰斩Paulwu 12:20:51 我经常止损是因为那是在价值区间内Paulwu 12:21:05 低于价值很多的时候我不止损的Paulwu 12:21:11 PWRD你看我止损了吗Paulwu 12:21:18 我是补仓的XXX 12:21:06 擦，那就是安全边际不够了XXX 12:21:18 pwrd最低，你亏多少XXX 12:21:29 20%？Paulwu 12:22:22 还不到吧Paulwu 12:22:28 QIHU我是止损的Paulwu 12:22:45 QIHU 对我而言安全边际不够XXX 12:22:53 恩Paulwu 12:23:42 2，3倍PE的非周期股，我觉得就没必要去止损了XXX 12:23:38 那是Paulwu 12:25:08 我一直是估一个模糊的大区间，不同区间策略不同XXX 12:25:27 先吃饭了，等会聊Paulwu 12:25:57 恩，回聊Paulwu 13:01:00 其实去年大跌的时候 我后来也是不止损的 当时的持仓0130 3918 2028等，最多的0130浮亏近40%；3918最后卖了些是因为0375下跌更多而成了更有吸引力的标的。 这些标的有个共同点是分红，后面如果再腰斩跌到我需要用20%备用金的时候，那意味着它们的股息会在20%以上。之后我每年都可以用分红再投。（理论上我觉得逻辑是没有问题的，难点还是在判断公司经营的永续性上，也就是护城河，2028就犯了这个错误）Paulwu 13:02:44 如果在标的极度低估的时候去做止损，我认为这个人肯定不是以价值出发去做投资的Paulwu 13:11:00 而在QIHU和PWRD上，虽然最后结果看，在低点补仓都是赚钱的。但我认为本质是不同的，PWRD当时已经承诺每年分红，股价与净现金相当，PE在3倍，业务黏性而且并不像巨人GA那样单一。QIHU当时估值依然高达20倍以上，不分红，业务护城河说实话并不牢固。如果我在低位补QIHU，这笔钱有可能再也拿不回来。而PWRD假设继续下跌到了4块，而按后来的分红2块，我拿这笔分红补仓也是很愉悦的Paulwu 13:13:38 追涨杀跌只是为了在机会平平的时候提高效率，因为真正的机会并不常出现。至于留20%,还是30%,完全看个人的交易系统以及怎么定义安全边际XXX 13:16:15 也就是我们多半会选择更便宜的，而未必是更好的公司这个是对的Paulwu 13:17:41 更好的公司的判断 更取决于能力圈和天才XXX 13:17:36 对，只做自己看得清楚的Paulwu 13:17:56 我觉得没有足够的积累和天赋，先选便宜的Paulwu 13:19:14 我这几天在看书，同时也对照着翻翻持股和过去的交易XXX 13:19:05 所谓的好，其实是动态的，便宜倒是实实在在的XXX 13:19:15 2028上教训也不少Paulwu 13:20:05 有人总结过，能力够，则4毛买1块的东西；能力有欠缺，就2毛买1块的东西，然后更分散做总结的应该是个左侧交易者，右侧则可以用止损来保护其实不管是仓位的配置，组合的分散，还是止损策略，都是一个目的，风险管理一个完善的交易系统，不管是技术出发还是价值出发，必然有个共同的前提，都不会因为一次错误伤及根本   BTW：之所以把我和朋友的这个聊天记录贴出来，是看到最近的一些技术派老对价值投资进行冷嘲热讽，离开风险控制去评价一个交易系统太过片面，而价值投资也不应该由价值投资的失败者去点评，可以去看看巴菲特、段永平是怎么走的，他们的路都很正。我只能说是个基本面的投机者，也不在意自己今后是什么标签，能够通过股市认识世界，认识人心，并赚到我的那份辛苦钱，已经很快乐了，能够稳定获利的模型都是我非常尊重的。@不明真相的群众"
21607734,2012-03-24 09:18:09,2,1,0,https://xueqiu.com/1965894836/21607734,$唯品会(VIPS)$ 现在肯定不是合适的投资时机，属于赌博。追求折扣的客户是没有平台忠诚度的，哪边便宜就去哪，我不知道唯品的护城河在哪。
21581982,2012-03-16 22:22:37,0,5,3,https://xueqiu.com/1965894836/21581982,$广而告之(CMM)$ 分红前：股东权益8353万美元现金+短投8771万美元分红5764万美元（分红扣税？4季度有可能补近300万美金的税款）分红后：股东权益2589万美元（其中固定资产913万美元）现金+短投3007万美元4季度扣掉税款后：股东权益2289万美元（其中固定资产913万美元）现金+短投2707万美元不知道算的对不对，19号盘前发业绩，留贴印证。利益披露：本人持有少量CMM
21581888,2012-03-16 22:02:51,1,2,0,https://xueqiu.com/1965894836/21581888,$完美世界(PWRD)$ 14.5继续加PWRD，从8.5一路买到14.5，算是有缘了。
21525005,2012-03-02 00:17:39,0,3,1,https://xueqiu.com/1965894836/21525005,对@sylvieluk 说：BITA的增长从4季报看不是很健康，披露的应收款增幅远超利润，怎么看？
21504897,2012-02-28 00:23:46,0,10,6,https://xueqiu.com/1965894836/21504897,$空中网(KONG)$ 买入KONG@5.08
21402666,2012-02-06 20:15:33,0,6,2,https://xueqiu.com/1965894836/21402666,对@从易 说：从易兄，请教下纽交所除了对股价不能长期低于1以外，对市值规模有要求吗？
21399307,2012-02-04 18:17:21,1,2,1,https://xueqiu.com/1965894836/21399307,2011年小结（1）去年年底出发去越南和柬埔寨，呆了大半个月，所以上网也比较少。期间联系了3918金界控股的投资者关系部，并在3918的酒店度过新年，非常感谢他们的热情招待。如果不发生注入新酒店的交易我对3918的中短期预期是3HKD～4HKD，交易后调整为2.4HKD～3HKD，10年中买入3918部分原因是看中它的赌牌和极低的土地成本，而交易完成后资产会变重，并将负担公园等的建造和后期维护，当然这是5年后的事了。新酒店地皮和老酒店挨着，按当下的发展形势，确实很有建新酒店的必要，问题是代价太高了。从长期而言，极低的税率能否维持也有不确定性。但就中短期而言，相信2012年它的业绩依然会有很好的表现，正在加建改建的两个项目都会在2012投入，中报披露70%的入住率，还有不小的提升空间。一直留意3918动态的人，应该注意到其业绩出现拐点是在政府对非法赌场和老虎机的打击之后，我在柬埔寨的感受是那边的制度还不稳定，服务意识很落后，即使与邻国越南相比，也**不如。2013年的大选，以及2013年越南赌场合法化都会影响到3918的今后发展。看过它当时招股书的朋友应该也注意到泰国赌场合法化的潜在风险。近年来东南亚各国都开始上赌场，试图分一杯羹，以后的竞争会日趋激烈。就凭印象简单写这么多吧，调研纪要落在朋友那了，所以详细数据没法发上来。 在3918上我实际操作不是很理想，最后一注筹码也在2.4HKD附近清空，换股澳门小赌场0296，平均成本在1HKD略出头，短期看肯定是损失不少利润了。邓普顿评论卖出时机的时候说，不追求泡沫中博傻，从低估到估值恢复合理足矣，出现更合适的标的就是卖出的时候，聊以自慰吧。 美股也在慢慢收网，开始减一些仓位，总算略有盈利。去年进入美股后经历过山车行情，最多浮亏近20个点，手上几个股几乎都成为狙击标的。直接导致我不敢再碰财务上没安全边际的个股，目前主要持有PWRD完美国际。在黑天鹅那天加的仓位。 港股仓位现在比较高，持股也比较杂，大多是做短线仓位，体现了目前纠结的心态，基本因素找不到很强的支持，但个股形态看明显是一轮很大的行情，目前棋至中盘。短期思路还是低PB，跌残了的工业股中找找机会。另一个方向是风险已经充分暴露的次新股。最后说一个关于中线持股的标准，近5年的所有公告都看过，主要竞争对手近1年的财报要有了解，能实地调研或者认识在里面工作的朋友则最好不过。原文链接网页链接
20874098,2012-01-17 14:23:33,0,17,4,https://xueqiu.com/1965894836/20874098,$英皇娱乐酒店(00296)$目前动态PE 3倍多，PB 0.8不到；无负债，帐上净现金10亿，市值14亿。预计按过往分红率，现价股息率近10%。缺点是近期无催化剂。大股东杨受成 是其主要风险项，有过出千历史，但最近一直增持。赌业即使拐点，从估值上，我觉得也是有安全边际的。何况去年下半年澳门统计局的行业数据显示比上半年依然增长了20%。BTW：1月柬埔寨考察完3918回来后，出掉最后一注3918仓位@2.40；换入0296@1.09。
20542300,2011-11-30 13:29:42,2,11,4,https://xueqiu.com/1965894836/20542300,#港股业绩#$YGM贸易(00375)$，营收和利润有增长，但毛利率小幅下滑，存货周转天数从60到72日，不是很好的信号。对零售业，存货是比业绩更重要的指标，先行性指标。产品积压就会打折，然后进一步压缩毛利率，糟糕的甚至会伤害品牌。（11.29）
20542299,2011-11-30 13:29:04,0,0,0,https://xueqiu.com/1965894836/20542299,#港股业绩#$长江制衣(00294)$，一群老头在经营，数十年的老公司，有朋友复权过去十多年的股息，据说回报相当惊人。中报业绩靓丽，增长近50%，在宏观环境不利的大背景下很出挑。（11.29）
20542298,2011-11-30 13:27:49,0,0,1,https://xueqiu.com/1965894836/20542298,#港股业绩#$ALCOHOLDINGS(00328)$，业务萎缩，负债表恶化，除显着上升的存货外，90日以上应收款增加1.5个亿尤其让人担忧。亮点是保持了毛利率，维持了过去的高派息比率。管理层解释为了保持毛利率，只能放弃部分市场，所以导致营收下滑。（11.29）
20539916,2011-11-29 19:06:12,0,0,0,https://xueqiu.com/1965894836/20539916,#港股业绩#$慕诗国际(00130)$，经营比我预期更稳健，关了些成本压力大的店，毛利率维持高位，存货控制得益，主营利润增长44%，加上漂亮的炒楼收益，现金水平提高很多，中报如期派特别息，共计11仙。（11.28）
20539912,2011-11-29 19:05:07,0,0,0,https://xueqiu.com/1965894836/20539912,#港股业绩#$真明丽(01868)$，毛利率大降加上费用失控，巨亏不可避免。目前两个方向，产业链垂直整合拓宽毛利率；产能正往越南转移压低费用。但报表中缺乏数据支持。预期四季度国家有利好政策下发。（11.28）
20539910,2011-11-29 19:04:08,0,0,0,https://xueqiu.com/1965894836/20539910,#港股业绩#$震雄集团(00057)$，面临1882海天国际强势产品的激烈竞争以及行业景气下滑的双重打击，业绩大幅下滑并不让人意外。财务上依然稳健，费用控制得力。（11.28）
20539906,2011-11-29 19:03:05,0,0,0,https://xueqiu.com/1965894836/20539906,#港股业绩#$森信纸业集团(00731)$，其营收77%来自贸易、20%来自制造；让我意外的是毛利率得到维持，加上费用控制不错，所以本期业绩还是合格的。但今后供应上升，而需求偏紧，还是感觉不乐观。听管理层意思是要收紧客户信贷，准备过冬。（11.28）
20534927,2011-11-28 12:01:08,0,9,2,https://xueqiu.com/1965894836/20534927,#港股业绩#$耀才证券金融(01428)$，抢占了不少散户份额，增长比行业平均水平快不少，但行业竞争激烈，佣金甚至有降到5HKD。不知道是否具备并购价值。（11.22）
20534880,2011-11-28 11:41:25,0,0,1,https://xueqiu.com/1965894836/20534880,#港股业绩#$创维数码(00751)$销售额、毛利率都有上升，但新增加的19亿存货，在家电补贴取消，房地产严冬的背景下，显得扎眼。负债表有恶化趋势。（11.24）
20534693,2011-11-28 10:50:35,0,0,0,https://xueqiu.com/1965894836/20534693,#港股业绩#$信星集团(01170)$，毛利率大降，我想skechers贡献的减少是原因之一。零售业务依然处在烧钱状态。正在江西和柬埔寨建新生产线，产业转移大潮不可逆转。目前38条生产线中的14条在柬埔寨和越南。（11.25）
20534678,2011-11-28 10:47:54,0,0,0,https://xueqiu.com/1965894836/20534678,#港股业绩#$汉登控股(00448)$，官司打赢了，收到4300万退款，没有这笔一次性收入，其利润是下滑。同样是费用控制有问题，可见人工和租金这些成本的压力非常大。（11.25）
20532998,2011-11-26 14:17:12,0,0,0,https://xueqiu.com/1965894836/20532998,#港股业绩# $盈进集团(01386)$，营收增长和毛利率水平都不错，费用一如既往失控（创始人在公司上市后不久去世），看不到解决之道。账上现金都快烧完了，存货一堆，我看得都急，展望里管理层那么淡定，谈扩张、谈品牌、谈你妹啊。（11.25）
20532985,2011-11-26 13:58:01,1,1,1,https://xueqiu.com/1965894836/20532985,#港股业绩# $积华生物医药(02327)$，管理层不是很厚道，弄走了最有前景的积大集团51%的股权，虽然目前估值不高，但还是让人心存疑虑。展望中提到要投资其他业务，以分散风险。逻辑奇怪，我估计是打算继续偷走上市公司资产。（11.24）
20532984,2011-11-26 13:57:39,2,4,3,https://xueqiu.com/1965894836/20532984,#港股业绩#$维他奶国际集团(00345)$，经营很稳健，主要经营豆奶，几乎没有周期性。典型的香港公司，相对国内公司保守很多，穿越牛熊的好选择。但估值也一直平稳，介入需要等待一个黑天鹅；或者用时间换空间。（11.23）
20532983,2011-11-26 13:57:10,1,1,1,https://xueqiu.com/1965894836/20532983,#港股业绩#$华宝国际(00336)$，增速下来了，股价从高位13块暴跌到4块，不只是因为那些传言，某某挂了之类，实质是被双杀了。对烟草这块依赖过高，而食用香精的利润率高得让人恐惧，反过来想，在营收增长缓慢的情况下，到达顶点的利润率……现价8倍PE确实不贵，但我不会选一个在山顶上的企业。（11.22）
20532982,2011-11-26 13:56:47,1,2,2,https://xueqiu.com/1965894836/20532982,#港股业绩#$银基集团(00886)$，增长靓丽，但未必健康。如我预期，它派不出息了。过去两年用融资来的钱派高息，做高股价后，五粮液高管的暗股得以减持套现，历史使命也就完成了。我不喜欢投资关系户，利润操纵空间太大，如一朋友所言，高兴了给你口肉吃，不高兴就没肉。利润不可预测因素太多。（11.21）
20492693,2011-11-11 18:38:55,2,8,3,https://xueqiu.com/1965894836/20492693,$人人(RENN)$ 人人有机会跌破净资产的，没有清晰的策略，只为投资本市场所喜去做事，最终也必被其抛弃。
20470310,2011-11-03 19:06:48,1,24,7,https://xueqiu.com/1965894836/20470310,$奇虎360(QIHU)$ 有成为下一个巨头的潜质，足够深的用户黏性，相对清晰的盈利模式，不错的管理团队和股权结构。但梦想和现实之间，还需要一季度一季度观察运营数据，就像2004年，又有谁能一眼看到今天的0700，至少我得承认我没有这个能力。
