发布时间,正文
2015-07-19 09:01:36,我刚参加了#雪球投资性格测试#，原来我和 @神秘的汤勺 @靖杰1918 @lytadao 一样，刚悟出买股票就是买公司，却还会被市场噪音和内心冲动左右；买得太贵让我长期浮亏，卖得太早让我错失长牛。奥马哈在哪里？我眼前一片迷雾。也许我错就错在还相信爱情。 网页链接
2015-11-19 15:50:21,$枫叶教育(01317)$ 几个问题：1.教育法规定不得以盈利为目的开办学校，后来民办教育促进法提出模糊的“合理回报”概念，并把民办学校分成捐资举办、要求合理回报和不要求合理回报三类。公司所有学校都以不要求合理回报的身份注册，从而享受和公立学校一样的免税政策。公司的盈利通过服务费支付给北鹏软件（且可能超过合理回报）。2.北鹏软件为软件开发企业，所得税从2014年起享有豁免2年、减半3年的优惠政策。3.小学和初中为禁止外商投资产业，幼儿园和高中外族比例应低于50%。公司通过VIE架构突破了限制。办学有合法性风险，税收有追溯缴纳和罚款（50%-5倍）的风险，有没有懂这块的球友？
2016-01-01 00:14:35,2015年最合理的交易：4000-4500点减仓A股，与创业板大牛无缘，再来一次也不会参与，可惜没有清仓，不过上半年做分级溢价套利或者期限套利性价比可能更好；2015年最悲催的交易：减仓A股后加仓了港股，1倍PB再跌去30%-40%，还好没有一把满仓，还有子弹补仓，不过再来一次可能还是躲不过，只能伤的轻点；2015年最遗憾的交易：没有参与分级A下折，特别是分级A全线跌停那天，理论上都是保险等机构资金参与的市场，你说市场有效吗？真没看出来；总结2015年最完美的交易：4500点以上清仓A股，做做分级溢价套利和期限升水套利，清仓后等分级A吃2波下折潮，吃完下折收益8月底抄底港股[跪了]资本市场之外最好的机会是在佳兆业违约事件发酵、柴静视频引发社会对雾霾关注后抄底深圳楼市
2017-03-17 09:31:17,这轮房价上涨过后，地产下行的风险应该说加大了，而非减小了。对房企来说，影响差别很大。第一类是拥有前几年积累的大量低成本土地资源的房企，没有也不准备高价拿地的，受益是最明显的。而在此时逐步将土地储备转化为现金，等待市场冷却没人拿地的时候（比如2014年）出手，代表是部分有资源禀赋的央企国企和风格保守的民企。第二类是土地资源多，但开发节奏快，拿地也多的企业居中。已经拿到的地赚到了但只赚到了一截因为很多存货快速卖掉了，赚到的钱又全部投入了价格不低的新地，风险主要取决于未来的拿地节奏和成本，代表是大量高周转的民企，主要看老板对市场的把握了。第三类是前几年认为市场太高拿地少，但开发节奏又比较快，现在压力较大，为了保持企业的发展规模，不得不在更高的价格补充土地储备，比较被动。
2017-04-13 17:27:24,$潍柴动力(SZ000338)$ $玉柴国际(CYD)$
2017-04-13 17:29:37,重卡中卡轻卡$东风集团股份(00489)$ $福田汽车(SH600166)$ $庆铃汽车股份(01122)$
2018-04-08 18:20:35,关于$谭木匠(00837)$，对@谭木匠 说：1.公司是否可以单独披露线上销售数据（根据16年公布的数据推算占比已接近30%）和线下同店销售数据？为什么往年都有披露的梳子类和镜子类的销量17年没有披露？2.公司组合礼盒销售占比从08年51%上升到了17年的77%，请问这种消费趋势背后的原因是什么？公司是否掌握礼盒销售中商务送礼和私人送礼的占比大致是多少？
2018-10-09 10:30:01,AOT泰国机场集团市值约1900亿人民币，包括素万那普、廊曼、普吉、清迈等6个机场，中国上市的上海、北京、广州、深圳、厦门、海口6个机场总市值加起来也是也是1900亿
2018-11-22 10:39:31,关于$拼多多(PDD)$，对@东城磐道 说：拼多多小B买家贡献的GMV有多少？拼多多出现后农产品批发市场存在的价值在哪里（占农产品流通约70%）？农产品C2B整个市场空间有多大（参考值第一产业GDP6.5万亿，农产品电商交易额2500-3000亿）？网页链接
2019-01-30 00:11:15,@坚信价值[¥10.00] 请问有没有专门投资欧美日韩化妆品的etf？或者有什么其他专注从女人身上赚钱的etf
2019-03-10 22:35:10,@Mario[¥10.00] 请问如果波音737 Max有什么工程问题，持有订单的航空公司和飞机租赁公司有什么风险？已交付飞机是否会召回，未交付订单是否可以无偿取消？波音公司会受到怎样的冲击？
2019-11-23 09:25:50,@不明真相的群众[¥6.00] 最近翻了翻老二非死不可，其中有一段谈老俞和老罗的，先是把俞敏洪分析一通，得出一个结论新东方做K12不靠谱，然后再把老罗分析一通，得出个结论老罗比老俞靠谱，回头看看还是有点意思。我的问题是：今天的你在做投资决策时以下三项如何分配权重或优先顺序？谢谢。1.财务业务数据、估值等定量分析2.商业模式、护城河、行业等定性分析3.人、文化、机制等更为抽象的要素
2020-11-26 08:25:51,@不明真相的群众[¥6.00]  方丈，由于网络效应的存在，一张网的大小和价值不是简单线性关系。请问对于一个粘性较高的互联网社区来说，用户数达到多少规模后价值会显著增加
2021-03-27 14:26:15,@jiancai[¥6.00] 我看数据国贸的零售额是160亿，但商城租金只有不到10亿，这么算租金/零售额只有6%不太正常。请教一下一般重奢的扣点率在什么水平？上海恒隆在16%-18%，20年低一点，100亿零售额，应该14亿左右收入。从绝对额上来说国贸商城租金也小于上海恒隆，但零售额应该是高于恒隆的。请问这可能是什么原因造成的？
2023-02-06 09:03:26,"股权设计有点意思，如果所有公司的权益都有时间限制会怎么样“《财富》杂志掌握的文件显示，在新投资完成并且OpenAI的首批投资者收回初始资本后，微软将有权获得OpenAI 75%的利润，直至其收回130亿美元投资，其中包括直到《财富》杂志1月份爆料之后，OpenAI才披露的20亿美元投资。之后，微软在该公司的持股比例将逐步下降到49%，直至该软件巨头获得920亿美元利润为止。与此同时，其他风险投资者和OpenAI的员工将有权获得该公司49%的利润，直至利润达到1,500亿美元为止。在利润达到上述上限之后，微软和投资者的股份将重新归还给OpenAI的非营利基金。实际上，OpenAI的做法是将公司出租给微软，租期取决于OpenAI的盈利速度。”网页链接"
2024-08-07 13:22:45,$百胜中国(YUMC)$ $百胜中国(09987)$1.账上净现金31亿美金，半年FCF大约5亿美金，Forward PE12-13倍。24年计划股东回报15亿美金，已分红回购10亿美金。24-26年计划回报股东30亿美金以上。3年平均回报7-8%+2.Q2系统销售上升同比增长4%，其中新增门店贡献8%，同店下滑4%，同店中交易量+4%，相当于客单价下滑8%。通过降本餐厅利润率和经营利润率基本稳住。3.约15000家门店，上半年新开779家，全年计划1500-1700家。26年计划达到20000家，相当于提供约10%的增长。肯悦咖啡和必胜客WOW门店仍在初期。按管理层画的饼，潜在回报已经在15-20%。谁能说说有啥负面还没反映
2024-08-11 16:21:04,$华住(HTHT)$ $华住集团-S(01179)$ $亚朵(ATAT)$ 假设管理加盟模式下的综合take rate=管理加盟费收入/估计管理加盟的房费收入（实际计算涉及是否包含非房收入，计算基础是否含税等细节，准确不好算，算个大概）管理加盟模式下报表收入主要包括一次性加盟费（其实很少），持续性加盟费（理论上应该包括基础加盟费和基于GOP的激励）和CRS预定费等，华住根据报表推算的这个比例在12-13%左右。同样这个指标，亚朵要比华住高出4-5%左右。这里面亚朵多了一块Sales of hotel supplies的收入，比较大，如果是备品应该到不了这个规模，是卖枕头被子床垫的收入？但是如果把这块收入扣掉的话，亚朵又会比华住低3-4%。有没有懂行的能解释一下两家收费的差异？通过CRS预定的比例越高，综合take rate应该也越高，但两家差不多都在65%。中高端酒店的take rate和经济型天然就有差异？
2024-08-12 11:58:45,100亿美金以上的连锁酒店vs连锁餐饮 1.万豪国际 614亿美金 2.希尔顿酒店 508亿美金 3.洲际酒店 150亿美金 4.凯悦酒店136亿美金 5.豪斯特酒店及度假村 115亿美金 6.Indian Hotel 105亿美金 不过业务好像比较庞杂 带博彩的酒店集团就不列入了 ，未上市的四季酒店交易价格接近100亿美金 。欧洲龙头雅高市值82亿欧元 。日本国际旅游发达 ，但连锁酒店没有特别大的 ，也没有国际化很成功的 。东横INN不到8万间客房 ，高星为主的王子酒店集团在西武旗下 ，总市值约60亿美金 。 网页链接 1.麦当劳 1922亿美金 2.星巴克 851亿美金 3.墨式烧烤 761亿美金 4.百胜餐饮 385亿美金 5.餐饮品牌国际 224亿美金 6.达登饭店 170亿美金 7.达美乐比萨 153亿美金 8.德州公路酒吧 112亿美金 9.WINGSTOP 109亿美金 10.CAVA 103亿美金 被私募收购的subway也是接近100亿美金 。欧洲好像没有特别大的餐饮连锁 ，日本最大的ZENSHO （泉盛控股 ，食其家 、滨寿司等品牌母公司 ）是60亿美金市值 ，印度的Jubilant是47亿美金 ，菲律宾的Jolibee是45亿美金 。 网页链接
2024-08-20 23:13:52,$唯品会(VIPS)$ 关注度这么高$华住(HTHT)$ 关注度这么低吗
2024-08-21 15:35:34,$泡泡玛特(09992)$ 60%+的增长放在那儿了 ，似乎与大势不符 。实际增量17亿+ ，海外增量约10亿 ，而非手办增量有11亿+ ，当然这里面有重复计算的 ，更合理的分类口径是 ： 1.国内手办 。假设海外收入中手办占比70%-80% （合并口径去年是70%+ ，今年已经不到60% ） ，实际这块收入也就是打平或者正负10%以内变动的 ，这和消费趋势并没有不符 。这块收入靠覆盖更大的人群和新IP驱动 （也可能分流老IP ） 。 2.国内非手办 。包括MEGA 、毛绒和其他衍生品 ，这块国内也至少是翻倍以上增长 ，且规模已经接近手办 。另外积木才刚刚推出 ，卡牌还没推出 ，空间可见 。 3.海外 。东南亚 、东亚 、北美 、欧澳等每个市场都在150%+增长 。其中最快的东南亚接近500%增长 ，应该是泰国发力 ，说明消费习惯不同 ，人均gdp并不构成很大障碍 。上半年海外占比30% ，4季度40% ，圣诞单月可能到50% 。再给几年海外市场达到国内2-3倍并非天方夜谭 收入拆成这三块看增长会更清晰 ，增长主要来自国内非手办和海外 ，空间可以自行测算 。
2024-09-27 14:07:57,@文景往前看 KFC VS 麦当劳那个贴子找不到了 ，另开一贴 。我觉得最好不要轻易评价或者对比没有公开财务数据的非上市公司 。投资者经常对非上市公司带有莫名的滤镜 ，比如大疆 、SHEIN 、小红书等等 ，可能因为他们总是在发布好消息 ，这种滤镜还经常会延续到公司刚刚上市后的一段时间 。事实上 ，今天上市多年的公司曾经都是某些人心中的白月光 ，只是上市多年看光也就祛魅了 ，比如近期的农夫山泉 。附图为近期网传调研纪要 ，当然也不足为据 。
2025-05-03 16:50:42,$安踏体育(02020)$ DESCENTE对安踏的评价 （DESCENTE刚刚被股神爱股伊藤忠商事私有化退市了 ） 迪桑特占比近10% （65亿上下 ？ ） ，增速35-40% 。Kolon占比中单位数 （35亿上下 ？ ） ，增速60%+ 。毛利率都超过70% ，经营利润率迪桑特30% ，Kolon从20出头上升到25%+ ，对比安踏21%和Fila是25% （且都是下滑的 ） 。月店效分别是240/160万 ，对比安踏/Fila大概30/100万 （SS冠军SV店等除外 ）
2025-05-04 00:43:59,$伯希和 国产户外公司 ，大单品冲锋衣 ，性价比+电商 。12年成立 ，22年收入3.8亿 ，24年17.7亿 ，爆发就是23-24年 。毛利率60% ，销售费用率30%+ ，净利率16% ，经调整净利率17% 。收入里90%+来自服装 ，22-24年卖出380万件冲锋衣 ，假设服装收入中70%来自冲锋衣 ，客单价500左右 ，和天猫价格差不多 （500可以买到三合一抓绒冲锋衣 ） 。羽绒有机会成为第二大单品 ，24年销售1.6亿 ，800蓬卖650元 （1000蓬1390 ） 。抓绒防晒软壳速干 ，正在进行品类拓张 。线上销售占比接近80% ，天猫 、抖音 、京东前三大 ，流量来源包括抖音小红书知乎B站 。截止25Q1 ，存货6.5亿 ，现金6.1亿 。24年存货周转天数213天 。轻资产模式 ，3年资本支出都是千万级 ，累计1亿多 。创始人刘振71年生安徽人 ，没什么学历 ，公开信息不多 ，夫妇持股63.2% ，员工激励平台持股11.1% 。23年和25年两轮融资 ，25年3月B轮投后估值28亿 ，腾讯出资3亿持股10.7% 。PELLIOT法语属于假洋品牌 ，品牌来源之前有争议 。 自定义高性能户外服装 ，过去5年从500亿到1000亿 ，未来5年上2000亿 。竞争格局较为分散 ，行业第七 ，线上第三 。国产竞争对手主要凯乐石 、探路者 、骆驼等 。冲锋衣一件穿10年 ，复购感觉不如越野跑鞋 （Hoka收入超20亿美金 ，但中国市场规模还有限 ） ，凯乐石据传销售35亿 （网页链接 ） ，但冲锋衣价格带相差较大 。很多户外品牌深耕中国多年 ，但一直属于小众 ，还没等来爆发 ，已经品牌老化 。而这两年的爆发 ，感觉和女性参与度提升有关 （京东数据显示 ，2024年上半年冲锋衣裤的成交额同比增长103% ，其中25岁以下群体和女性群体的成交额同比涨幅均超100% ） ，另外女性增加会进一步吸引男性 。从轻徒步到重装 ，武功山 、麦理浩出圈 ，越野跑也大有接力马拉松之势 。户外行业成为过去几年为数不多逆势狂飙的行业 。不过 ，老前辈三夫探路者感觉快gg了 ，伯希和看会不会是一波上市潮的开始 。安踏从始祖鸟Salomon迪桑特可隆多品牌布局 ，最近又收购了狼爪 （另一德国户外品牌Vaude也和凯乐石有千丝万缕的联系 ） 。安踏主品牌冲锋衣除了大地之壳系列 ，冠军系列也专门出了高端户外冲锋衣 ，而越野鞋也开始迭代 ，就是产品线有点乱 ，可能内部在赛马 ？不管怎么说 ，户外全价格带覆盖 ，势在必得的架势 。
2025-05-16 14:43:57,$贝壳(BEKE)$$贝壳-W(02423)$ 1.二手GTV和市占率 ：24年二手GTV2.25万亿 ，5年CAGR12% ，且超过21年高点9% 。其中链家0.92万亿 ，5年CAGR1% ，平台1.33万亿 ，5年CAGR25% 。25Q1是0.58万亿 ，同比增长28% ，相比21Q1 （高点 ）下滑14% 。市占率从19年的20%左右上升到24年的接近30% （不太准 ） 。 2.新房GTV和市占率 ：24年新房GTV0.97万亿 ，5年CAGR5% ，相比21年高点下滑40% 。25Q1是0.23万亿 ，同比增长53% ，相比21Q1下滑32% 。市占率从19年的5%+上升到24年的10% 。 3.货币化率 ：链家的佣金率19-23年保持在2.7% ，24年下滑到2.5% ，25Q1保持在2.5% 。平台的take rate一直在0.4%左右 。新房的佣金率从19年的2.7%上升到21-23年的3%再到24年的3.5% ，25Q1保持在3.5% 。 4.新业务 ：24年家装业务收入增长36%到148亿元 ，占比16% ，贡献利润率31% ，贡献利润占比20% 。房屋租赁服务收入增长135%到143亿元 ，占比15% ，贡献利润率5% ，贡献利润占比3% 。 5.现金流及现金 ：24年经营性净现金流94.5亿 ，资本开支10.4亿 ，自由现金流84.1亿 ，近3年平均FCF为87.9亿 。截至25Q1净现金548亿 。 6.股东回报 ：24年回购7.16亿美金 ，占23年底总股本的3.9% ，分红4亿美金 ，合计11.16亿美金 ，占FCF的97% ，现价回报率4.9% 。25Q1回购1.39亿美金 ，占24年末总股本的0.6% 。22年8月的30亿美金回购计划25年8月底到期 ，截至25Q1已回购17.65亿美金 ，占回购开始总股本的9%+ 。
2025-05-16 23:52:14,$雾芯科技(RLX)$ 24年海外收入7亿 ，增速210% ，占比26%
2025-05-29 00:13:54,$携程(TCOM)$$携程集团-S(09961)$ 外卖零售利润这么点 ，整天打来打去 ，OTA利润率30%+没人看得上吗 1.携程24年vs疫情前的19年5年收入CAGR是8% ，净利复合增速20% ，净利率32% （06-11年净利率都是30%+ ，12-19年平均净利率10% ，其中1年亏损2年很低 ） ，FCF的CAGR有24% 。市值450亿美金vs美团1000亿美金 。24年收入增速20%VS美团22% ，25Q1增速都是16% 。 2.全球龙头Booking净利率25% （剔除疫情期间最低值是7% ，平均20%+ ） ，市值1800亿美金 。老二Expedia就只有200亿美金了 ，净利率10%以下 ，而且少有超过10%的时候 ，疫情前平均只有不到2% 。而且Booking的主要市场在欧洲 ，Expedia在美国 ，这是欧洲少数利润率也不错的业务 。同程65亿美金 ，20亿利润 ，净利率10%+ 。印度龙头Makemytrip市值也有110亿美金 ，疫情低点起涨了10倍+ ，而老二Yatra快跌没了 。 3.旅游行业内部比较 ，国内四大连锁酒店合计市值200亿美金 ，不到携程的一半 。全球来看也就万豪和希尔顿大一点 ，700亿美金上下 ，前五大连锁酒店的总市值也就和Booking差不多 。 天下不苦携程吗美团阿里字节都有现成的业务 ，甚至京东也有 ，为啥不卷呢
2025-05-30 14:52:18,$微博(WB)$$微博-SW(09898)$ 永不崩盘的MAU和DAU ，最近3年每年2亿美金分红 ，分红收益率8.7% ，回购很少 。 Non-Gaap净利4.8亿美金 ，较21年高峰下降1/3 ，较收入规模差不多的19年也下滑了25% （毛利率下降 ，费用率上升 ） 。FCF最近2年平均6亿美金 ，分红支出一共也就4亿 ，奇怪的是现金2年都是净减少的 ，净现金从22年底的7亿美金到25Q1基本没了 。翻了一下资产负债表破案了 。 一个比较大的科目是长期投资13.9亿美金 ，这3年投出去大概6.9亿美金 。主要包括天下秀 （其中3.5亿股是23年21.6亿人民币从新浪手里买的 ，现在值多少可以自己看看 ） 、滴滴等 。 还有比较大的科目是9.8亿的Other non-current assets ，其中包括3.6亿给关联方的借款和4亿Long-term wealth management products 。
2025-06-04 17:19:18,$Yonex 大中华区为主的Asia收入24年增速24% ，收入占比接近50% ，利润占比2/3 。 和想象不同的是去年海外网球收入增速比羽毛球还慢 ，没吃到红利不过相比上半年还是有加速增长 ，$亚玛芬体育(AS)$ 的Wilson也是Q3 、Q4逐季加速 （25Q1增速下降 ） ，再看看 。 目标网球收入还是要提高的 ，但重点是美国市场 。中国还是讲羽毛球空间 ，可能还是场地限制 ，羽毛球场30万vs网球5万+ （网页链接 ） 。 15年来ROE从不到3%提升到16%以上 。未来5年收入增速目标7-10% ，利润10%+ 。股东回报一般 ，还是以增长性资本开支为主 。PE约25倍 ，EV/FCF约34倍 。
2025-06-05 15:22:37,日本两大蒟蒻果冻品牌Tarami和Orihiro ，Orihiro非上市 ，Tarami属于$Dydo$  （自动贩卖机卖饮料的企业 ） 。Tarami年收入约10亿人民币 ，dry jelly市占率超过50% （但不包括konjac pouch jelly ，这应该是Orihiro强 ） 。发展趋势上结合鲜果和高附加值 （比如PREMIUM＋系列产品添加抗性糊精这种食物纤维 ，抑制餐后甘油三酯和血糖升高 ，调节肠胃状况 ） 。 喜之郎21年推出蒟蒻果冻产品 。 $亲亲食品(01583)$ （恒安系 ）2020年引入ORIHIRO工艺技术 ，推出蒟蒻果冻 。24年果冻收入5亿+ ，占比50%+ ，毛利率29% 。 正在申请上市的$溜溜果园 也是引入ORIHIRO的生产线 ，结合梅子 ，2019年推出梅冻 。24年销售4亿+ （终端销售约9亿 ） ，增速30%+ ，占比25% ，毛利率48% 。果冻行业第6大 ，自定义天然果冻第一 。 某A股上市公司也有蒟蒻果冻 ，24年收入3亿 ，增速近40% ，占比5%+ 。辣卤素毛肚收入8亿+ ，增速76% 南橘北枳 ，24年果冻市场300亿 ，蒟蒻果冻不到50亿 。 抓住魔芋碳水替代的是$卫龙美味(09985)$ ，以魔芋爽为代表的蔬菜制品24年收入34亿 ，增速59% ，占比54% ，超过辣条 ，毛利率50% ，净利率近20% 。 日本魔芋人均消费600日元左右 （约30人民币 ） ，高峰期1200日元 。 上游种植面积受限 ，中游壁垒不高 ，竞争格局分散 ，不展开了 。
2025-06-06 22:30:35,$范尔度假村(MTN)$ 发生啥了 ，都到疫情低点价格了@坚信价值 1.FY24降雪量下降了28% ，visits下滑10% 。FY25前9个月的visits打平 ，雪季下滑4% 。但票价在涨 ，收入利润总体还算稳定 。25-26雪季的Pass初期销量下滑1% ，收入上升2% 。也就是Price Mix上升3% ，而Pass Price本身上升了7% 。 2.净负债高企 ，股东回报难以持续 。FY24净负债24.6亿 ，4年增加了4亿 。利息1.6亿 ，平均利率5.8% 。EBITDA8.3亿 ，净负债/EBITDA疫情前的2上升到了3 ，债务扩张空间不大 。FCF3.8亿 ，公司自己算法 （Resort Reported EBITDA less Capital Expenditures less Cash Paid for Interest ）FCF是4.7亿 ，FY24的股东回报4.7亿 ，3年合计15.9亿 ，FY25至今股东回报已等于FY24 。股东回报率和FCF收益率都是8%+ 。EV/FCF约21倍 （公司算法P/FCF为12倍 ） 3.21年接任的CEO Kirsten Lynch被换 ，Rob Katz被重新任命
2025-10-30 11:14:33,"网页链接 In a newly published report examining the status spirits landscape, IWSR Drinks Market Analysis, the leading authority on the global beverage alcohol market, shows that the value of the status spirits market is $8.3bn (excluding baijiu), and increasing at a value compound annual growth rate of 7% (2014-2018), significantly ahead of the total global spirits market at 2% value CAGR.  Status baijiu, almost all of which is sold in China and global travel retail, stands in a league of its own at $33.2bn in value. 网页链接 Baijiu retains a dominant 84% value share of the global status spirits market – covering products with a weighted average price above US$100 – but consumption remains almost completely confined to China. Excluding baijiu, the global market for international status spirits grew by 35% in value terms during 2021, according to IWSR figures, leaving it 8% ahead of pre-pandemic 2019. Value expanded at a compound annual growth rate (CAGR) of +9% between 2016 and 2021."
2025-11-29 12:25:06,$拼多多(PDD)$
2025-11-29 13:41:48,$新秀丽(01910)$ 于2014年从Black Diamond黑钻手里收购了1977年成立的专业登山背包品牌Gregory格里高利 ，对价8500万美金 ，PS2.4x ，这是新秀丽2014年的第三笔收购 。 新秀丽2011年在香港上市 ，同年上市的还有欧舒丹和Prada ，背景是中国奢侈品消费能力不断上升 ，香港成为奢侈品牌上市圣地 ，当年计划在香港招股的还有Coach 、Jimmy Choo和Ferragamo 。去掉老股后 ，新秀丽上市募资不到2亿美金 ，2012年收购了High Sierra 及Hartmann ，2013年年底净现金2.1亿美金 ，2014年收购了法国箱包品牌Lipault 、美国手机保护壳品牌Speck和Gregory 。2016年收购了Tumi 。 “截至2013年12月31日 ，Gregory销售净额为3490万美元 ，同比上年的3060万美元上升14.3% 。2013年 ，北美洲及日本分别占Gregory销售额的约35.5%及36.3% ，专业背包及配件占销售额约72.3% ，休闲背包及配件则占27.7% 。 ” 2019年Gregory销售为6980万美元 ，13到19年复合增速12% 。2020年大幅下滑 ，2022年恢复到6140万美元 。2023年开始不再单独披露合并到Other ，22至24年Other分部基本没有增长 。 Gregory的主要竞争对手是Osprey小鹰和Mystery Ranch神秘农场 。 小鹰在2021年被Helen of Troy以4.14亿美元收购 ，2021年小鹰的销售收入为1.55亿美金 。根据一些推算目前收入在3亿美金左右 。 神秘农场在2024年被Yeti以3600万美金收购 ，推算收入也不会太高 。 总体来看 ，专业登山包目前还并不是一个很大的行业 。 $安踏体育(02020)$$亚玛芬体育(AS)$ $伯希和$
